Cradle of Filth,Heaven Torn Asunder,ONE STEP DOWN
Cradle of Filth,Her Ghost in The Fog,ONE STEP DOWN
Cradle of Filth,Hurt And Virtue,TWO STEPS DOWN
Cradle of Filth,I Am the Thorn,ONE STEP DOWN
Cradle of Filth,Lord Abortion,ONE STEP DOWN
Cradle of Filth,Lustmord and Wargasm (The Lick of Carnivorous Winds),ONE STEP DOWN
Cradle of Filth,Malice Through the Looking Glass,ONE STEP DOWN
Cradle of Filth,Mannequin,UNKNOWN
Cradle of Filth,Medusa and Hemlock,UNKNOWN
Cradle of Filth,Mother of Abominations,ONE STEP DOWN
Cradle of Filth,Mother of Abominations,STANDARD
Cradle of Filth,Nemesis,DROP C
Cradle of Filth,Nemesis,TWO STEPS DOWN
Cradle of Filth,Nocturnal Supremacy,UNKNOWN
Cradle of Filth,No Time To Cry (* Sisters of Mercy cover),ONE STEP DOWN
Cradle of Filth,No Time To Cry (* Sisters of Mercy cover),UNKNOWN
Cradle of Filth,Nymphetamine (Fix),STANDARD
Cradle of Filth,Nymphetamine (Fix),TWO STEPS DOWN
Cradle of Filth,Nymphetamine (Fix),UNKNOWN
Cradle of Filth,Nymphetamine (Overdose),DROP A
Cradle of Filth,Nymphetamine (Overdose),TWO STEPS DOWN
Cradle of Filth,Nymphetamine (Overdose),UNKNOWN
Cradle of Filth,Of Mist and Midnight Skies,ONE STEP DOWN
Cradle of Filth,Presents From The Poison-Hearted,ONE STEP DOWN
Cradle of Filth,Queen of Winter  Throned,ONE STEP DOWN
Cradle of Filth,Saffron's Curse,UNKNOWN
Cradle of Filth,Scorched Earth Erotica,UNKNOWN
Cradle of Filth,Serpent Tongue,ONE STEP DOWN
Cradle of Filth,Serpent Tongue,TWO STEPS DOWN
Cradle of Filth,Sin Deep My Wicked Angel,DROP C
Cradle of Filth,Suicide and Other Comforts,ONE AND HALF STEP DOWN
Cradle of Filth,Summer Dying Fast,ONE STEP DOWN
Cradle of Filth,Summer Dying Fast,UNKNOWN
Cradle of Filth,Swansong For A Raven,STANDARD
Cradle of Filth,Tearing The Veil From Grace,ONE STEP DOWN
Cradle of Filth,Tearing The Veil From Grace,UNKNOWN
Cradle of Filth,Temptation (Heaven 17 cover),UNKNOWN
Cradle of Filth,The Black Goddess Rises II,ONE STEP DOWN
Cradle of Filth,The Black Goddess Rises,ONE STEP DOWN
Cradle of Filth,The Forest Whispers My Name,ONE STEP DOWN
Cradle of Filth,The Principle of Evil Made Flesh,ONE STEP DOWN
Cradle of Filth,The Principle Of Evil Made Flesh,ONE STEP DOWN
Cradle of Filth,The Promise Of Fever,STANDARD
Cradle of Filth,The Promise Of Fever,TWO STEPS DOWN
Cradle of Filth,The Promise Of Fever,UNKNOWN
Cradle of Filth,The Rape and Ruin of Angels (Hosannas in Extremis),ONE STEP DOWN
Cradle of Filth,The Smoke Of Her Burning,ONE STEP DOWN
Cradle of Filth,The Twisted Nails of Faith,ONE STEP DOWN
Cradle of Filth,Thirteen Autumns and a Widow,ONE AND HALF STEP DOWN
Cradle of Filth,To Eve the Art of Witchcraft,ONE STEP DOWN
Cradle of Filth,Tonight in Flames,ONE STEP DOWN
Cradle of Filth,Tortured Soul Asylum,ONE STEP DOWN
Cradle of Filth,Under Huntress Moon,ONE STEP DOWN
Crematory,Ist es wahr,STANDARD
Cretin (US),Tazer,STANDARD
Criminal,Downfall,UNKNOWN
Crimson Glory,Lady of winter,UNKNOWN
Crimson Glory,Lonely,UNKNOWN
Crimson Glory,Lost Reflections,UNKNOWN
Cripple Bastards,Being Ripped Off In 2002,ONE STEP DOWN
Cripple Bastards,I Hate Her,ONE STEP DOWN
Crowbar,1 000 Years Internal War,TWO AND HALF STEPS DOWN
Crowbar,Above  Below And Inbetween,TWO AND HALF STEPS DOWN
Crowbar,All I Had (I Gave),TWO AND HALF STEPS DOWN
Crowbar,...And Suffer As One,TWO AND HALF STEPS DOWN
Crowbar,Awakening,TWO AND HALF STEPS DOWN
Crowbar,Behind The Black Horizon,TWO AND HALF STEPS DOWN
Crowbar,Burn Your World,TWO AND HALF STEPS DOWN
Crowbar,(Can't) Turn Away From Dying,TWO AND HALF STEPS DOWN
Crowbar,Coming Down,TWO AND HALF STEPS DOWN
Crowbar,Conquering,TWO AND HALF STEPS DOWN
Crowbar,Counting Daze,TWO AND HALF STEPS DOWN
Crowbar,Dead Sun,TWO AND HALF STEPS DOWN
Crowbar,December's Spawn,TWO AND HALF STEPS DOWN
Crowbar,Empty Room,THREE AND HALF STEPS DOWN
Crowbar,Existence Is Punishment,TWO AND HALF STEPS DOWN
Crowbar,Failure to Delay Gratification,TWO AND HALF STEPS DOWN
Crowbar,Fall Back To Zero,TWO AND HALF STEPS DOWN
Crowbar,Fixation,TWO AND HALF STEPS DOWN
Crowbar,High Rate Extinction,TWO AND HALF STEPS DOWN
Crowbar,Holding Nothing,TWO AND HALF STEPS DOWN
Crowbar,Holding Something,TWO AND HALF STEPS DOWN
Crowbar,I Am Forever,TWO AND HALF STEPS DOWN
Crowbar,I Have Failed,TWO AND HALF STEPS DOWN
Crowbar,In Times Of Sorrow,STANDARD
Crowbar,Intro,TWO AND HALF STEPS DOWN
Crowbar,It Pours From Me,TWO AND HALF STEPS DOWN
Crowbar,It's All In The Gravity,THREE AND HALF STEPS DOWN
Crowbar,Like Broken Glass,TWO AND HALF STEPS DOWN
Crowbar,Negative Pollution,TWO AND HALF STEPS DOWN
Crowbar,New Dawn,TWO AND HALF STEPS DOWN
Crowbar,New Man Born,TWO AND HALF STEPS DOWN
Crowbar,No Quarter,TWO AND HALF STEPS DOWN
Crowbar,Nothing,TWO AND HALF STEPS DOWN
Crowbar,On Frozen Ground,TWO AND HALF STEPS DOWN
Crowbar,Planets Collide,TWO AND HALF STEPS DOWN
Crowbar,Reborn Thru Me,THREE AND HALF STEPS DOWN
Crowbar,Repulsion in its Splendid Beauty,TWO AND HALF STEPS DOWN
Crowbar,Scattered Pieces Lay,TWO AND HALF STEPS DOWN
Crowbar,Self-Inflicted,TWO AND HALF STEPS DOWN
Crowbar,Slave No More,TWO AND HALF STEPS DOWN
Crowbar,Suffering Brings Wisdom,TWO AND HALF STEPS DOWN
Crowbar,The Lasting Dose,TWO AND HALF STEPS DOWN
Crowbar,The Violent Reaction,THREE AND HALF STEPS DOWN
Crowbar,Thru the Ashes (IÂ’ve Watched you Burn),TWO AND HALF STEPS DOWN
Crowbar,To Build a Mountain,TWO AND HALF STEPS DOWN
Crowbar,To Carry The Load,THREE AND HALF STEPS DOWN
Crowbar,Underworld,TWO AND HALF STEPS DOWN
Crowbar,Will That Never Dies,TWO AND HALF STEPS DOWN
Crowbar,Wrath Of Time Be Judgement,TWO AND HALF STEPS DOWN
Crowbar,You Now (I'll Live Again),TWO AND HALF STEPS DOWN
Cruachan,A Druids Passing,STANDARD
Cruachan,Ard Ri Na Heireann,STANDARD
Cruachan,Cattle Raid Of Cooley (TÃ¡in BÃ³ Cuailgne),STANDARD
Cruachan,Celtica (Voice Of The Morrigan),STANDARD
Cruachan,Death of a Gael,ONE STEP DOWN
Cruachan,Erinsong,STANDARD
Cruachan,Horned God,ONE STEP DOWN
Cruachan,Is Fuair an ChroÃ­,STANDARD
Cruachan,Lament For He Wild Geese,STANDARD
Cruachan,Meaves March,STANDARD
Cruachan,Pagan,STANDARD
Cruachan,Ride On,STANDARD
Cruachan,Spancill Hill,STANDARD
Cruachan,Summoning Of The Sidhe,STANDARD
Cruachan,Susie Moran,STANDARD
Cruachan,The March To Cluain Tairbh,STANDARD
Cruachan,Victory Reel,UNKNOWN
Cryfemal,Necrofila Noche,ONE AND HALF STEP DOWN
Cryptopsy,Abigor,TWO AND HALF STEPS DOWN
Cryptopsy,Adeste Infidelis,TWO AND HALF STEPS DOWN
Cryptopsy,...And Then It Passes,TWO AND HALF STEPS DOWN
Cryptopsy,Angelskingarden,TWO AND HALF STEPS DOWN
Cryptopsy,Back to the Worms,TWO AND HALF STEPS DOWN
Cryptopsy,Benedictine Convulsion,TWO AND HALF STEPS DOWN
Cryptopsy,Born Headless,TWO AND HALF STEPS DOWN
Cryptopsy,Carrionshine,TWO AND HALF STEPS DOWN
Cryptopsy,Cold Hate  Warm Blood,TWO AND HALF STEPS DOWN
Cryptopsy,Crown of Horns,TWO AND HALF STEPS DOWN
Cryptopsy,Dead and Dripping,TWO AND HALF STEPS DOWN
Cryptopsy,Defenestration,TWO AND HALF STEPS DOWN
Cryptopsy,Depths you've Fallen,TWO AND HALF STEPS DOWN
Cryptopsy,Emaciate,TWO AND HALF STEPS DOWN
Cryptopsy,Equivalent Equilibrium,TWO AND HALF STEPS DOWN
Cryptopsy,Faceless Unknown,TWO AND HALF STEPS DOWN
Cryptopsy,Gravaged (a Cryptopsy),TWO AND HALF STEPS DOWN
Cryptopsy,Graves of the Fathers,TWO AND HALF STEPS DOWN
Cryptopsy,Lichmistress,TWO AND HALF STEPS DOWN
Cryptopsy,Memories of Blood,TWO AND HALF STEPS DOWN
Cryptopsy,Mutant Christ,TWO AND HALF STEPS DOWN
Cryptopsy,My Prodigal Sun,TWO AND HALF STEPS DOWN
Cryptopsy,Pathological Frolic,TWO AND HALF STEPS DOWN
Cryptopsy,Phobophile,UNKNOWN
Cryptopsy,Serial Messiah,TWO AND HALF STEPS DOWN
Cryptopsy,Shroud,TWO AND HALF STEPS DOWN
Cryptopsy,Slit your Guts,TWO AND HALF STEPS DOWN
Cryptopsy,Swine the Cross,TWO AND HALF STEPS DOWN
Cryptopsy,Voice of Unreason,TWO AND HALF STEPS DOWN
Cryptopsy,We Bleed,TWO AND HALF STEPS DOWN
Cumgun,Rottes Ma DÃ¨che,STANDARD
Cumgun,Vaginale Composte,STANDARD
Cut Throat,Anal Electrocution,STANDARD
Cynic,How Could I,STANDARD
Cypher,Forward Devolution,ONE STEP DOWN
DÃ¸dheimsgard,Traces Of Reality,ONE STEP DOWN
Daemonarch,Corpus hermeticum,STANDARD
Dakrua,The Outer Void,STANDARD
Damaged,After World Obliteration,ONE STEP DOWN
Damaged,Don't Spit,ONE STEP DOWN
Damaged,Dreggs,ONE STEP DOWN
Damaged,Dust,ONE STEP DOWN
Damaged,Nails,ONE STEP DOWN
Damaged,Open Arms,ONE STEP DOWN
Damaged,Resurrect,ONE STEP DOWN
Damaged,Slow(Heretic),ONE STEP DOWN
Damaged,The Travellin' Manic,ONE STEP DOWN
Damaged,Walk Blind,ONE STEP DOWN
Damageplan,Blunt Force Trauma,TWO AND HALF STEPS DOWN
Damageplan,Breathing New Life,UNKNOWN
Damageplan,Crawl,DROP D
Damageplan,Save Me,ONE STEP DOWN
Damageplan,Wake Up,STANDARD
Danzig,Mother,UNKNOWN
Danzig,Twist of Cain,UNKNOWN
Dark Angel,Darkness Descends,UNKNOWN
Dark Angel,Hell's On It's Knees,STANDARD
Dark Angel,Hell's On It's Knees,UNKNOWN
Dark Angel,Merciless Death,ONE AND HALF STEP DOWN
Dark Angel,Perish In Flames,STANDARD
Dark Angel,The Burning Of Sodom,STANDARD
Dark Angel,The Burning Of Sodom,UNKNOWN
Dark Angel,The New Priesthood,STANDARD
Dark Angel,Welcome To The Slaughterhouse,STANDARD
Darkest Hour,Escape Artist,UNKNOWN
Darkest Hour,For The Soul Of The Savior,UNKNOWN
Darkest Hour,How The Beautiful Decay,UNKNOWN
Darkest Hour,Payphone and Pills,DROP C
Darkest Hour,So Sedated  So Secure,UNKNOWN
Darkest Hour,The Mark Of Judas,UNKNOWN
Darkest Hour,Veritas  Aequitas,DROP C
Dark Funeral,An Apprentice Of Satan,ONE STEP DOWN
Dark Funeral,An Apprentice Of Satan,UNKNOWN
Dark Funeral,Call From The Grave [Bathory Cover],UNKNOWN
Dark Funeral,Feed on the Mortals,UNKNOWN
Dark Funeral,Hail Murder,UNKNOWN
Dark Funeral,My Dark Desires,STANDARD
Dark Funeral,My Dark Desires,UNKNOWN
Dark Funeral,Remember The Fallen (Sodom cover),STANDARD
Dark Funeral,Satanic Blood,STANDARD
Dark Funeral,Satanic Blood,UNKNOWN
Dark Funeral,The Arrival Of Satan's Empire,STANDARD
Dark Funeral,The Arrival Of Satan's Empire,UNKNOWN
Dark Funeral,The Dawn No More Rises,STANDARD
Dark Funeral,The Fire Eternal,STANDARD
Dark Funeral,The Secrets Of The Black Arts,UNKNOWN
Dark Moor,Bells Of Notre Dame,HALF STEP DOWN
Dark Moor,Beyond The Fire,UNKNOWN
Dark Moor,Hand In Hand,HALF STEP DOWN
Dark Moor,Maid Of Orleans,UNKNOWN
Darkness (DE),Faded Pictures,STANDARD
Darkseed,self pity sick,STANDARD
Darkseed,The Sealing Day,UNKNOWN
Darkside (AT),Cognitive Dissonance,UNKNOWN
Darkside (AT),Hear Evil  Speak Evil  Do Evil,UNKNOWN
Darkside (AT),Legend Of The Gods,UNKNOWN
Darkthrone,A Blaze In The Northern Sky,UNKNOWN
Darkthrone,As Flittermice as Satans Spys,UNKNOWN
Darkthrone,Atomic Coming,STANDARD
Darkthrone,Black Victory Of Death,UNKNOWN
Darkthrone,Blackwinged,STANDARD
Darkthrone,Cromlech,STANDARD
Darkthrone,Det Svartner NÃ¥,ONE STEP DOWN
Darkthrone,De Underjordiske (Elia Capitolina),STANDARD
Darkthrone,Divided We Stand,ONE STEP DOWN
Darkthrone,En as i Dype Skogen,UNKNOWN
Darkthrone,Forebyggende Krig,STANDARD
Darkthrone,Fuck Off And Die,ONE STEP DOWN
Darkthrone,God of disturbance and friction (from Moonfog's compilation "Moonfog 2000: A different perspective"),UNKNOWN
Darkthrone,Graven Takeheimens Saler,STANDARD
Darkthrone,Graveyard Slut,STANDARD
Darkthrone,Hans Siste Vinter,STANDARD
Darkthrone,Hans Siste Vinter,UNKNOWN
Darkthrone,Hate Is The Law,ONE STEP DOWN
Darkthrone,I en Hall Med Flesk og Mjod,STANDARD
Darkthrone,I en Hall Med Flesk og Mjod,UNKNOWN
Darkthrone,In Honour Of Thy Name,HALF STEP DOWN
Darkthrone,Inn I De Dype Skogers,STANDARD
Darkthrone,In The Shadows Of The Horns,UNKNOWN
Darkthrone,Lifeless,UNKNOWN
Darkthrone,Majestic Desolate Eye,STANDARD
Darkthrone,Natassja In Eternal Sleep,STANDARD
Darkthrone,Natassja In Eternal Sleep,UNKNOWN
Darkthrone,Over Fjell og Gjennom Torner,STANDARD
Darkthrone,Paragon Belial,UNKNOWN
Darkthrone,Ravishing Grimness,STANDARD
Darkthrone,Rawness Obsolete,STANDARD
Darkthrone,Rust,ONE STEP DOWN
Darkthrone,Sacrificing To The God Of Doubt,STANDARD
Darkthrone,Shut Up,STANDARD
Darkthrone,Sin Origin,STANDARD
Darkthrone,Sin Origin,UNKNOWN
Darkthrone,Skald av Satans Sol,UNKNOWN
Darkthrone,Slottet i Det Fjerne,STANDARD
Darkthrone,Slottet i Det Fjerne,UNKNOWN
Darkthrone,Snowfall,UNKNOWN
Darkthrone,Straightening Sharks In Heaven,ONE STEP DOWN
Darkthrone,Summer Of The Diabolical Holocaust,UNKNOWN
Darkthrone,The Beast,STANDARD
Darkthrone,The Claws Of Time,STANDARD
Darkthrone,The Dance Of Eternal Shadows,UNKNOWN
Darkthrone,The Hordes of Nebulah,STANDARD
Darkthrone,The Pagan Winter,UNKNOWN
Darkthrone,The Serpent's Harvest,ONE STEP DOWN
Darkthrone,Too Old  Too Cold,STANDARD
Darkthrone,To Walk The Infernal Fields,STANDARD
Darkthrone,To Walk The Infernal Fields,UNKNOWN
Darkthrone,Transilvanian Hunger,STANDARD
Darkthrone,Transilvanian Hunger,UNKNOWN
Darkthrone,Triumphant Gleam,STANDARD
Darkthrone,Tyster PÃ¥ Gud,STANDARD
Darkthrone,Under A Funeral Moon,UNKNOWN
Darkthrone,Unholy Black Metal,STANDARD
Darkthrone,Where Cold Winds Blow,STANDARD
Darkthrone,Whisky Funeral,STANDARD
Dark Tranquillity,A Bolt Of Blazing Gold,UNKNOWN
Dark Tranquillity,Away  Delight  Away,UNKNOWN
Dark Tranquillity,Crimson Winds,STANDARD
Dark Tranquillity,Crimson Winds,UNKNOWN
Dark Tranquillity,Damage done,ONE STEP DOWN
Dark Tranquillity,Dreamlore Degenerate,STANDARD
Dark Tranquillity,Ex nihilo,STANDARD
Dark Tranquillity,Final resistance,UNKNOWN
Dark Tranquillity,Format C: for cortex,STANDARD
Dark Tranquillity,FreeCard,ONE AND HALF STEP DOWN
Dark Tranquillity,Lethe,ONE STEP DOWN
Dark Tranquillity,Lethe,STANDARD
Dark Tranquillity,Lost to Apathy,ONE STEP DOWN
Dark Tranquillity,Monochromatic stains,UNKNOWN
Dark Tranquillity,Nether novas,ONE STEP DOWN
Dark Tranquillity,Punish My Heaven,STANDARD
Dark Tranquillity,Scythe  Rage And Roses,UNKNOWN
Dark Tranquillity,Shadow Duet,ONE STEP DOWN
Dark Tranquillity,The Dividing Line,UNKNOWN
Dark Tranquillity,The Emptiness From Which I Fed,STANDARD
Dark Tranquillity,The Gallery,ONE STEP DOWN
Dark Tranquillity,The Gallery,STANDARD
Dark Tranquillity,The Mind's Eye,ONE STEP DOWN
Dark Tranquillity,The Same,ONE STEP DOWN
Dark Tranquillity,The treason wall,UNKNOWN
Dark Tranquillity,To a bitter halt,TWO STEPS DOWN
Dark Tranquillity,UnDo Control,ONE AND HALF STEP DOWN
Dark Tranquillity,White noise / black silence,ONE STEP DOWN
Dark Tranquillity,With The Flaming Shades Of Fall,UNKNOWN
Darkwell,Pictures of Strive,STANDARD
Dawn,Vya Kal,UNKNOWN
DayBlind,I am the god,STANDARD
Deadborn,Codemned To Perdition,ONE STEP DOWN
Deadborn,Decades Of Decapitation,ONE STEP DOWN
Deadborn,Inborn Contempt,ONE STEP DOWN
Deadborn,Thorns Of Inner Fear,UNKNOWN
Dead Trooper,Dead And Dreaming,ONE STEP DOWN
Dead Trooper,Spiritual Funeral,ONE STEP DOWN
Deaf Dealer,Dead Zone,STANDARD
Dearly Beheaded,Break My Bones,ONE STEP DOWN
Dearly Beheaded,Fuel My Hatred,ONE STEP DOWN
Dearly Beheaded,Leaving Them Behind,ONE STEP DOWN
Death,1000 Eyes,ONE STEP DOWN
Death,Altering the Future,ONE STEP DOWN
Death,A moment of clarity,ONE STEP DOWN
Death Angel,3rd Floor,STANDARD
Death Angel,Bored,UNKNOWN
Death Angel,Evil Priest,UNKNOWN
Death Angel,Falling Asleep,UNKNOWN
Death Angel,Final Death,UNKNOWN
Death Angel,Intro,ONE STEP DOWN
Death Angel,Intro,UNKNOWN
Death Angel,Kill As One,UNKNOWN
Death Angel,Mistress of Pain,UNKNOWN
Death Angel,Road Mutants,STANDARD
Death Angel,Seemingly Endless Time,UNKNOWN
Death Angel,Stop,UNKNOWN
Death Angel,The Devil Incarnate,UNKNOWN
Death Angel,The Organization,UNKNOWN
Death Angel,The Ultra-Violence,UNKNOWN
Death Angel,Thrashers,UNKNOWN
Death Angel,Voracious Souls,UNKNOWN
Death,Baptized In Blood,ONE STEP DOWN
Death,Bite the pain,ONE STEP DOWN
Death,Born Dead,ONE STEP DOWN
Death,Cosmic Sea,UNKNOWN
Death,Crystal Mountain,ONE STEP DOWN
Death,Defensive Personalities,DROP D
Death,Denial Of Life,UNKNOWN
Death,Destiny,ONE STEP DOWN
Death,Empty Words,UNKNOWN
Death,Evil Dead,ONE AND HALF STEP DOWN
Death,Evil Dead,UNKNOWN
Death,Flattening of Emotions,ONE STEP DOWN
Death,Flesh and the power it holds,ONE STEP DOWN
Death,Forgotten Past,ONE STEP DOWN
Death,Genetic Reconstruction,ONE STEP DOWN
Death,Individual Thought Patterns,ONE STEP DOWN
Death,In Human Form,ONE STEP DOWN
Death,Jealousy,ONE STEP DOWN
Death,Killing Spree,ONE STEP DOWN
Death,Left To Die,ONE STEP DOWN
Death,Leprosy,ONE STEP DOWN
Death,Living Monstrosity,ONE STEP DOWN
Death,Low Life,UNKNOWN
Death,Mentally Blind,UNKNOWN
Death,Misanthrope,ONE STEP DOWN
Death,Mutilation,ONE STEP DOWN
Death,Nothing is Everything,ONE STEP DOWN
Death,Out of Touch,ONE STEP DOWN
Death,Overactive Imagination,STANDARD
Death,Perennial Quest,ONE STEP DOWN
Death,Primitive Ways,ONE STEP DOWN
Death,Pull The Plug,ONE STEP DOWN
Death,Pull The Plug,UNKNOWN
Death,Regurgigated Guts,ONE STEP DOWN
Death,Sacred Serenity,ONE STEP DOWN
Death,Sacrificial,ONE STEP DOWN
Death,Scavenger of human sorrow,ONE STEP DOWN
Death,Scavenger of human sorrow,UNKNOWN
Death,Scream Bloody Gore,UNKNOWN
Death,Secret Face,ONE STEP DOWN
Death,See Through Dreams,ONE STEP DOWN
Deathspell Omega,Malign Paradigm,STANDARD
Deathspell Omega,Second Prayer,STANDARD
Deathspell Omega,Sola Fide I,STANDARD
Death,Spirit crusher,ONE STEP DOWN
Death,Spiritual Healing,ONE STEP DOWN
Deathstars,Blitzkrieg,UNKNOWN
Deathstars,Cyanide,ONE STEP DOWN
Deathstars,Modern Death,UNKNOWN
Death,Story to tell,ONE STEP DOWN
Death,Suicide Machine,ONE STEP DOWN
Death,Symbolic,ONE STEP DOWN
Death,The Philosopher,UNKNOWN
Death,To forgive is to suffer,ONE STEP DOWN
Death,To forgive is to suffer,UNKNOWN
Death,Together as One,UNKNOWN
Death,Torn To Pieces,ONE STEP DOWN
Death,Trapped In a Corner,ONE STEP DOWN
Death,Vacant Planets,ONE STEP DOWN
Death,Voice of the soul,ONE STEP DOWN
Deathwitch,Black Feast,UNKNOWN
Death,Within the Mind,ONE STEP DOWN
Death,Without Judgment,ONE STEP DOWN
Death,Zero Tolerance,ONE STEP DOWN
Death,Zero Tolerance,UNKNOWN
Death,Zombie Ritual,ONE STEP DOWN
Debauchery (DE),Death Metal Warmachine,ONE STEP DOWN
Debauchery (DE),For God  Emperor and Fatherland,ONE STEP DOWN
Debauchery (DE),Hordes Of Chaos,ONE STEP DOWN
Debauchery (DE),Kill Maim Burn,ONE STEP DOWN
Decapitated,Babylon's Pride,UNKNOWN
Decapitated,Day 69,ONE AND HALF STEP DOWN
Decapitated,Eternity Too Short,ONE STEP DOWN
Decapitated,Human's Dust,ONE STEP DOWN
Decapitated,Invisible Control,UNKNOWN
Decapitated,Lying And Weak,ONE AND HALF STEP DOWN
Decapitated,Lying And Weak,UNKNOWN
Decapitated,Names,ONE STEP DOWN
Decapitated,Nihility (Anti-Human Manifesto),ONE STEP DOWN
Decapitated,Nine Steps,ONE STEP DOWN
Decapitated,Perfect Dehumanisation (The Answer?),ONE STEP DOWN
Decapitated,Post(?) Organic,ONE AND HALF STEP DOWN
Decapitated,Spheres of Madness,ONE STEP DOWN
Decapitated,Spheres of Madness,UNKNOWN
Decapitated,Suffer The Children (Napalm Death's cover),STANDARD
Decapitated,The First Damned,UNKNOWN
Decapitated,The Fury,ONE AND HALF STEP DOWN
Decapitated,The Negation,ONE AND HALF STEP DOWN
Decapitated,Visual Delusion,ONE AND HALF STEP DOWN
December,Vertigo,ONE STEP DOWN
December Wolves,Ode To The Master Therion,STANDARD
Decrepit Birth,Of Genocide,ONE STEP DOWN
Decrepit Birth,Prelude To The Apocalypse,UNKNOWN
Decrepit Birth,The Infestation,ONE STEP DOWN
Deeds of Flesh,An Eternity of Feasting and Brawling,ONE STEP DOWN
Deeds of Flesh,Avowed Depraved,ONE STEP DOWN
Deeds of Flesh,Banished,ONE STEP DOWN
Deeds of Flesh,Carnivorous Ways,ONE STEP DOWN
Deeds of Flesh,Cleansed by Fire,HALF STEP DOWN
Deeds of Flesh,Cleansed by Fire,ONE STEP DOWN
Deeds of Flesh,Deeds Of Flesh,ONE STEP DOWN
Deeds of Flesh,Drink the Blood,ONE STEP DOWN
Deeds of Flesh,Fulfilled in Warfare,ONE STEP DOWN
Deeds of Flesh,Human Trophies,ONE STEP DOWN
Deeds of Flesh,Indigenous to the Appalling (Mutinous Human),ONE STEP DOWN
Deeds of Flesh,Mark of the Legion,ONE STEP DOWN
Deeds of Flesh,Medical Murder,ONE STEP DOWN
Deeds of Flesh,Path of the Weakening,HALF STEP DOWN
Deeds of Flesh,Path of the Weakening,ONE STEP DOWN
Deeds of Flesh,Reduced To Ashes,ONE STEP DOWN
Deeds of Flesh,Spewing Profligacy,ONE STEP DOWN
Deeds of Flesh,The Endurance,ONE STEP DOWN
Deeds of Flesh,Trading Pieces,ONE STEP DOWN
Defeated Sanity,Apocalypse of Filth/Collapsing Human Failure,TWO STEPS DOWN
Defeated Sanity,Tortured Existence,TWO STEPS DOWN
Defleshed,Domination Of The Sub-Queen,ONE AND HALF STEP DOWN
Defleshed,Fast Forward,ONE AND HALF STEP DOWN
Defleshed,Feeding Fatal Fairies,ONE AND HALF STEP DOWN
Defleshed,Lightning Strikes Thrice,ONE AND HALF STEP DOWN
Defleshed,Proud To Be Dead,ONE AND HALF STEP DOWN
Defleshed,Snowballing Blood,ONE AND HALF STEP DOWN
Defleshed,Speeding The Ways,ONE AND HALF STEP DOWN
Defleshed,The Heat From Another Sun,ONE AND HALF STEP DOWN
Defleshed,The Iron And The Maiden,ONE AND HALF STEP DOWN
Defleshed,The Return Of The Flesh,ONE AND HALF STEP DOWN
Defleshed,Wilder Than Fire,ONE AND HALF STEP DOWN
Deicide,Apocalyptic Fear,ONE STEP DOWN
Deicide,Apocalyptic Fear,STANDARD
Deicide,Bastards of Christ,STANDARD
Deicide,Bastards of Christ,UNKNOWN
Deicide,Behead The Prophet (No Lord Shall Live),STANDARD
Deicide,Behind The Light Thou Shall Rise,HALF STEP DOWN
Deicide,Behind The Light Thou Shall Rise,STANDARD
Deicide,Behind The Light Thou Shall Rise,UNKNOWN
Deicide,Believe the lie,HALF STEP DOWN
Deicide,Believe the lie,STANDARD
Deicide,Bible Basher,ONE STEP DOWN
Deicide,Black Night *,HALF STEP DOWN
Deicide,Blame it on God,STANDARD
Deicide,Blaspherion,HALF STEP DOWN
Deicide,Blaspherion,STANDARD
Deicide,Carnage In The Temple Of The Damned,HALF STEP DOWN
Deicide,Carnage In The Temple Of The Damned,STANDARD
Deicide,Carnage In The Temple Of The Damned,UNKNOWN
Deicide,Child Of God,ONE STEP DOWN
Deicide,Christ Denied,ONE STEP DOWN
Deicide,Christ Denied,STANDARD
Deicide,Christ Don't Care,ONE STEP DOWN
Deicide,Confessional Rape,HALF STEP DOWN
Deicide,Confessional Rape,STANDARD
Deicide,Confessional Rape,UNKNOWN
Deicide,Conqured by Sodom,STANDARD
Deicide,Creatures of habit,HALF STEP DOWN
Deicide,Creatures of habit,STANDARD
Deicide,Crucified For The Innocence,STANDARD
Deicide,Crucifixiation,STANDARD
Deicide,Crucifixiation,UNKNOWN
Deicide,Day Of Darkness,STANDARD
Deicide,Day Of Darkness,UNKNOWN
Deicide,Dead But Dreaming,STANDARD
Deicide,Dead By Dawn,STANDARD
Deicide,Death To Jesus,STANDARD
Deicide,Deicide,STANDARD
Deicide,Deicide,UNKNOWN
Deicide,Desecration,STANDARD
Deicide,Enchanted Nightmare,STANDARD
Deicide,Father Baker's,HALF STEP DOWN
Deicide,Father Baker's,STANDARD
Deicide,Forever Hate You,STANDARD
Deicide,From Darkness Come,HALF STEP DOWN
Deicide,From Darkness Come,STANDARD
Deicide,Fuck your God,HALF STEP DOWN
Deicide,Fuck your God,STANDARD
Deicide,Go Now Your Lord is Dead,STANDARD
Deicide,Halls Of Warship,ONE STEP DOWN
Deicide,Holy Deception,STANDARD
Deicide,Homage For Satan,STANDARD
Deicide,I am no one,STANDARD
Deicide,Immanent Doom,ONE STEP DOWN
Deicide,In Hell I Burn,STANDARD
Deicide,In Torment In Hell,ONE STEP DOWN
Deicide,Kill The Christian,STANDARD
Deicide,Let It Be Done,ONE STEP DOWN
