Marduk,Panzer Division Marduk,HALF STEP DOWN
Marduk,Panzer Division Marduk,STANDARD
Marduk,Perish In Flames,STANDARD
Marduk,Seven Angels  Seven Trumpets,STANDARD
Marduk,Slay the Nazarene,STANDARD
Marduk,Steel Inferno,STANDARD
Marduk,Sulphur Souls,UNKNOWN
Marduk,Summers End,UNKNOWN
Marduk,The Black...,TWO STEPS DOWN
Marduk,The Funeral Seemed to be Endless,TWO STEPS DOWN
Marduk,The Hangman Of Prague,STANDARD
Marduk,The Levelling Dust,STANDARD
Marduk,Those Of The Unlight,STANDARD
Marduk,Those Of The Unlight,UNKNOWN
Marduk,Throne Of Rats,STANDARD
Marduk,Through The Belly Of Damnation,STANDARD
Marduk,To the deaths head true,STANDARD
Marduk,Untrodden Paths (Wolves Part II),STANDARD
Marduk,Vanity Of Vanities,STANDARD
Marduk,Voices From Avignon,STANDARD
Marduk,Warschau,STANDARD
Marduk,With Satan and victorious weapons,STANDARD
Marduk,Wolves,STANDARD
Marduk,Womb Of Perishableness,STANDARD
Marduk,World Funeral,STANDARD
MÃ¶rk Gryning,Tusen Ã…r Har GÃ¥tt,UNKNOWN
Massacre,Dawn of Eternity,ONE STEP DOWN
Massemord,Skogen Kaller Og Vi Svarer,STANDARD
Masterplan,Heroes,HALF STEP DOWN
Mastodon,Blood & Thunder,UNKNOWN
Mastodon,Circle of the Cysquatch,ONE STEP DOWN
Mastodon,Crusher Destroyer,UNKNOWN
Mastodon,Crystal Skull,ONE STEP DOWN
Mastodon,Elephant Man,STANDARD
Mastodon,Hail To Fire,UNKNOWN
Mastodon,Hearts Alive,UNKNOWN
Mastodon,I Am Ahab,ONE STEP DOWN
Mastodon,Iron Tusk,THREE AND HALF STEPS DOWN
Mastodon,March Of The Fire Ants,STANDARD
Mastodon,March Of The Fire Ants,UNKNOWN
Mastodon,Naked Burn,UNKNOWN
Mastodon,Ol'e Nessie,UNKNOWN
Mastodon,Shadows That Move,UNKNOWN
Mastodon,Thank You for this,STANDARD
Mastodon,The Wolf Is Loose,ONE STEP DOWN
Mastodon,Trainwreck,UNKNOWN
Mastodon,Trilobite,UNKNOWN
Mastodon,Workhorse,UNKNOWN
MÃ¶tley CrÃ¼e,God Bless the Children of the Beast,STANDARD
MÃ¶tley CrÃ¼e,Knock 'em Dead  Kid,UNKNOWN
MÃ¶tley CrÃ¼e,Looks that Kill,ONE STEP DOWN
Mayhem,Ancient Skin,UNKNOWN
Mayhem,Buried By Time And Dust,UNKNOWN
Mayhem,Carnage,ONE STEP DOWN
Mayhem,Chainsaw Gutsfuck,TWO STEPS DOWN
Mayhem,Completion In Science Of Agony (Part I Of II),STANDARD
Mayhem,Cursed In Eternity,STANDARD
Mayhem,Deathcrush,HALF STEP DOWN
Mayhem,Deathcrush,STANDARD
Mayhem,Deathcrush,TWO STEPS DOWN
Mayhem,De Mysteriis Dom Sathanas,STANDARD
Mayhem,De Mysteriis Dom Sathanas,UNKNOWN
Mayhem,Freezing Moon,STANDARD
Mayhem,Freezing Moon,TWO AND HALF STEPS DOWN
Mayhem,Freezing Moon,UNKNOWN
Mayhem,From The Dark Past,UNKNOWN
Mayhem,Funeral Fog,STANDARD
Mayhem,Ghoul,UNKNOWN
Mayhem,I Am Thy Labyrinth,ONE STEP DOWN
Mayhem,Key To The Storms,STANDARD
Mayhem,Life Eternal,STANDARD
Mayhem,Manheim (Weird),UNKNOWN
Mayhem,Pagan Fears,UNKNOWN
Mayhem,Symbols of Bloodswords,STANDARD
MD.45,Designer Behavior,STANDARD
MD.45,FIght Hate,STANDARD
MD.45,Hell's Motel,STANDARD
MD.45,My Town,STANDARD
MD.45,Nothing Is Something,STANDARD
MD.45,Road Man,STANDARD
MD.45,Segue (instrumental) *,STANDARD
MD.45,The Creed,STANDARD
Meat Shits,Dismembered Then Raped,TWO AND HALF STEPS DOWN
Megadeth,1000 Times Goodbye,STANDARD
Megadeth,1000 Times Goodbye,UNKNOWN
Megadeth,502,STANDARD
Megadeth,99 Ways to Die,STANDARD
Megadeth,Addicted To Chaos,STANDARD
Megadeth,Anarchy in the UK,STANDARD
Megadeth,Anarchy in the UK,UNKNOWN
Megadeth,Angry Again,STANDARD
Megadeth,Architecture of Agression,STANDARD
Megadeth,A Secret Place,STANDARD
Megadeth,Ashes In Your Mouth,STANDARD
Megadeth,A Tout Le Monde,HALF STEP DOWN
Megadeth,A Tout Le Monde,STANDARD
Megadeth,Back In The Day,STANDARD
Megadeth,Back In The Day,UNKNOWN
Megadeth,Black Curtains,STANDARD
Megadeth,Blackmail The Universe,STANDARD
Megadeth,Blood Of Heroes,STANDARD
Megadeth,Breadline,STANDARD
Megadeth,Breakpoint,STANDARD
Megadeth,Burning Bridges,STANDARD
Megadeth,Captive Honour,STANDARD
Megadeth,Chosen Ones,UNKNOWN
Megadeth,Countdown to Extinction,STANDARD
Megadeth,Crush 'Em,STANDARD
Megadeth,Devil's Island,UNKNOWN
Megadeth,Diadems,STANDARD
Megadeth,Die Dead Enough,STANDARD
Megadeth,Disconnect,STANDARD
Megadeth,Dread And The Fugitive Mind,STANDARD
Megadeth,Dread & The Fugitive Mind,STANDARD
Megadeth,Dread & The Fugitive Mind,UNKNOWN
Megadeth,Ecstasy,STANDARD
Megadeth,Elysian Fields,STANDARD
Megadeth,Enter The Arena,STANDARD
Megadeth,Family Tree,STANDARD
Megadeth,FFF,STANDARD
Megadeth,Five Magics,STANDARD
Megadeth,Foreclosure of a Dream,STANDARD
Megadeth,Gears of War,STANDARD
Megadeth,Go to Hell,STANDARD
Megadeth,Hangar 18,STANDARD
Megadeth,Hangar 18,UNKNOWN
Megadeth,Have Cool  Will Travel,STANDARD
Megadeth,High Speed Dirt,STANDARD
Megadeth,Holy Wars... The Punishment Due,STANDARD
Megadeth,Holy Wars... The Punishment Due,UNKNOWN
Megadeth,Hook in Mouth,STANDARD
Megadeth,I Know Jack,STANDARD
Megadeth,I'll Be There,STANDARD
Megadeth,I'll Get Even,STANDARD
Megadeth,In My Darkest Hour,STANDARD
Megadeth,Insomnia,STANDARD
Megadeth,Into the Lungs of Hell,STANDARD
Megadeth,I Thought I Knew It All,STANDARD
Megadeth,Kick The Chair,STANDARD
Megadeth,Killing Is My Business... And Business Is Good!,ONE STEP DOWN
Megadeth,Kill The King,STANDARD
Megadeth,Last Rites/Loved to Death,UNKNOWN
Megadeth,Liar,STANDARD
Megadeth,Looking Down the Cross,ONE STEP DOWN
Megadeth,Losing My Senses,STANDARD
Megadeth,Lucretia,STANDARD
Megadeth,Mary Jane,STANDARD
Megadeth,Mastermind,STANDARD
Megadeth,Mechanix,UNKNOWN
Megadeth,Moto Psycho,STANDARD
Megadeth,My Kingdom Come,STANDARD
Megadeth,New World Order *,STANDARD
Megadeth,No More Mr. Nice Guy,STANDARD
Megadeth,Of Mice And Men,STANDARD
Megadeth,Paranoid,STANDARD
Megadeth,Peace Sells,ONE STEP DOWN
Megadeth,Poison Was The Cure,STANDARD
Megadeth,Prince Of Darkness,ONE STEP DOWN
Megadeth,Problems,STANDARD
Megadeth,Promises,STANDARD
Megadeth,Psychotron,STANDARD
Megadeth,Rattlehead,UNKNOWN
Megadeth,Recipe For Hate. . . Warhorse,STANDARD
Megadeth,Reckoning Day,STANDARD
Megadeth,Return To Hangar,STANDARD
Megadeth,Return To Hangar,UNKNOWN
Megadeth,Rust In Peace... Polaris,STANDARD
Megadeth,Set the World Afire,STANDARD
Megadeth,Seven,STANDARD
Megadeth,Shadow Of Deth,STANDARD
Megadeth,Shadow Of Deth,UNKNOWN
Megadeth,She-Wolf,STANDARD
Megadeth,Silent Scorn,STANDARD
Megadeth,Sin,STANDARD
Megadeth,Skin O' My Teeth,STANDARD
Megadeth,Skull Beneath the Skin,STANDARD
Megadeth,Something That I'm Not,STANDARD
Megadeth,Sweating Bullets,STANDARD
Megadeth,Sweating Bullets,UNKNOWN
Megadeth,Symphony of Destruction,STANDARD
Megadeth,Symphony Of Destruction,STANDARD
Megadeth,Symphony of Destruction,UNKNOWN
Megadeth,Take No Prisoners,STANDARD
Megadeth,Tears In A Vial,STANDARD
Megadeth,The Conjuring,UNKNOWN
Megadeth,The Disintegrators,STANDARD
Megadeth,The Doctor Is Calling,STANDARD
Megadeth,The Killing Road,STANDARD
Megadeth,The Killing Road,UNKNOWN
Megadeth,The Scorpion,STANDARD
Megadeth,These Boots,ONE STEP DOWN
Megadeth,The World Needs A Hero,STANDARD
Megadeth,This Was My Life,STANDARD
Megadeth,This Was My Life,UNKNOWN
Megadeth,Time: The Beginning,STANDARD
Megadeth,Time: The End,STANDARD
Megadeth,Tornado of Souls,STANDARD
Megadeth,Train Of Consequences,STANDARD
Megadeth,Trust,STANDARD
Megadeth,Truth Be Told,STANDARD
Megadeth,Use the Man,STANDARD
Megadeth,Victory,STANDARD
Megadeth,Vortex,STANDARD
Megadeth,Wanderlust,STANDARD
Megadeth,When,STANDARD
Megadeth,Youthanasia,STANDARD
Melechesh,Caravans to Ur,STANDARD
Meliah Rage,No Mind,UNKNOWN
Menhir,Winter,UNKNOWN
Merciless,Feebleminded,HALF STEP DOWN
Merciless,Pure Hate,STANDARD
Mercyful Fate,Black Funeral,UNKNOWN
Mercyful Fate,The Oath,UNKNOWN
Meshuggah,Autonomy Lost,HALF STEP DOWN
Meshuggah,Concatenation,HALF STEP DOWN
Meshuggah,Corridor of Chameleons,HALF STEP DOWN
Meshuggah,Disenchantment,HALF STEP DOWN
Meshuggah,Imprint of the Un-Saved,HALF STEP DOWN
Meshuggah,New Millenium Cyanide Christ,HALF STEP DOWN
Meshuggah,Re-Inanimate,HALF STEP DOWN
Meshuggah,Unanything *,HALF STEP DOWN
Messiah,Future Agressor,UNKNOWN
Messiah,Thrashing Madness,UNKNOWN
Messiah,Total Maniac,UNKNOWN
Metal Church,Beyond The Black,HALF STEP DOWN
Metal Church,Burial At Sea,UNKNOWN
Metal Church,Fake Healer,ONE STEP DOWN
Metal Church,Free From Reality,ONE STEP DOWN
Metal Church,In The Blood,HALF STEP DOWN
Metal Church,In The Blood,UNKNOWN
Metal Church,Merciless Onslaught,HALF STEP DOWN
Metal Church,Metal Church,HALF STEP DOWN
Metal Church,Metal Church,UNKNOWN
Metal Church,Mirror of Lies,STANDARD
Metal Church,Over My Dead Body,HALF STEP DOWN
Metal Church,Psycho,UNKNOWN
Metal Church,Start The Fire,HALF STEP DOWN
Metal Church,The Dark,UNKNOWN
Metal Church,The Powers That Be,UNKNOWN
Metal Church,Ton Of Bricks,UNKNOWN
Metal Church,Watch The Children Pray,STANDARD
Metal Church,Watch The Children Pray,UNKNOWN
Metal Church,Western Alliance,UNKNOWN
Mindsnare (AU),Bulldozed,STANDARD
Mindsnare (AU),In Reach Of No Man,UNKNOWN
Mindsnare (AU),Morning Tide,UNKNOWN
Mindsnare (AU),Spore,UNKNOWN
Mindsnare (AU),The Death,UNKNOWN
Mindsnare (AU),The Fall Back,UNKNOWN
Mindsnare (AU),The Gallows In Disguise,UNKNOWN
Mindsnare (AU),The Web,UNKNOWN
Mindsnare (AU),To The Boil,HALF STEP DOWN
Mindsnare (AU),Two Reasons Why,UNKNOWN
Mindsnare (AU),You Die Alone,UNKNOWN
Minotaurus,Stone of Farewell,STANDARD
Misery Index,Dead Shall Rise,STANDARD
Misery Index,Demand The Impossible,UNKNOWN
Misery Index,Dissent Part 3 (The Imperial Ambition),ONE AND HALF STEP DOWN
Misery Index,Dissent Part 4 (Multipy By Fire),ONE AND HALF STEP DOWN
Misery Index,Manufacturing Greed,STANDARD
Misery Index,Meet Reality,ONE AND HALF STEP DOWN
Misery Index,Outsourcing Jehovah,ONE AND HALF STEP DOWN
Misery Index,Pulling Out The Nails,STANDARD
Misery Index,Retaliate,ONE AND HALF STEP DOWN
Misery Index,The Great Depression,UNKNOWN
Misery Index,The Lies That Bind,ONE AND HALF STEP DOWN
Misery Index,The Living Shall Envy The Dead,ONE AND HALF STEP DOWN
Misery Index,Unmarked Graves,ONE AND HALF STEP DOWN
Misteria,Yearning,UNKNOWN
Mithotyn,Chariot of power,ONE STEP DOWN
Mithotyn,Embraced by Frost,ONE STEP DOWN
Mithotyn,Embraced by Frost,UNKNOWN
Mithotyn,Freezing Storms of snow,UNKNOWN
Mithotyn,From the frozen plains,STANDARD
Mithotyn,Guided by history,ONE STEP DOWN
Mithotyn,Hail Me,ONE STEP DOWN
Mithotyn,Hearts of stone,ONE STEP DOWN
Mithotyn,Imprisoned,ONE STEP DOWN
Mithotyn,In The forest Of Moonlight,HALF STEP DOWN
Mithotyn,In the Sign Of the Ravens,UNKNOWN
Mithotyn,King of the distant forest,ONE STEP DOWN
Mithotyn,Lord of ironhand,ONE STEP DOWN
Mithotyn,Lost In The Mist,UNKNOWN
Mithotyn,Meadow In Silence *,STANDARD
Mithotyn,Nocturnal riders,ONE STEP DOWN
Mithotyn,Shadows of the Past,ONE STEP DOWN
Mithotyn,Shadows of the Past,UNKNOWN
Mithotyn,Stories carved in stone,UNKNOWN
Mithotyn,The guardian,ONE STEP DOWN
Mithotyn,The old rover,ONE STEP DOWN
Mithotyn,The old rover,UNKNOWN
Mithotyn,The well of mimir,ONE STEP DOWN
Mithotyn,Trollvisa,ONE STEP DOWN
Mithotyn,Under the Banner,ONE STEP DOWN
Mithotyn,Upon raging waves,UNKNOWN
Mithotyn,Watchmen of the wild,ONE STEP DOWN
Mithotyn,Where my spirit orever shall be,UNKNOWN
Mnemic,Door 2.12,UNKNOWN
M.O.D.,A.I.D.S.,STANDARD
M.O.D.,Hate Tank,STANDARD
M.O.D.,Ode To Harry,STANDARD
Mokoma,Kuu saa valtansa auringolta,THREE AND HALF STEPS DOWN
Mokoma,TÃ¤stÃ¤ on hyvÃ¤ jatkaa,THREE AND HALF STEPS DOWN
Mokoma,Valapatto,THREE AND HALF STEPS DOWN
Monstrosity,A Casket For The Soul,UNKNOWN
Monstrosity,Definite Inquistion,ONE STEP DOWN
Monstrosity,Dust To Dust,STANDARD
Monstrosity,Imperial Doom,ONE STEP DOWN
Monstrosity,The Angels Venom,ONE STEP DOWN
Monstrosity,The Eye Of Judgement,ONE STEP DOWN
Moonsorrow,Jumalten Kaupunki incl. Tuhatvuotinen PerintÃ¶,TWO AND HALF STEPS DOWN
Moonsorrow,KÃ¶yliÃ¶njÃ¤rven JÃ¤Ã¤llÃ¤ (Pakanavedet II),STANDARD
Moonsorrow,Kivenkantaja,TWO AND HALF STEPS DOWN
Moonsorrow,KylÃ¤n PÃ¤Ã¤ssÃ¤,STANDARD
Moonsorrow,Pakanajuhla,STANDARD
Moonsorrow,Sankarihauta,STANDARD
Moonsorrow,Sankaritarina,UNKNOWN
Moonsorrow,Ukkosenjumalan Poika,STANDARD
Moonspell,Alma Mater,STANDARD
Moonspell,An Erotic Alchemy,STANDARD
Moonspell,An Erotic Alchemy,UNKNOWN
Moonspell,A Poisened Gift,UNKNOWN
Moonspell,Ataegina,UNKNOWN
Moonspell,Awake,UNKNOWN
Moonspell,Can't Bee,UNKNOWN
Moonspell,For a Taste Of Eternity,UNKNOWN
Moonspell,Full Moon Madness,UNKNOWN
Moonspell,Herr Spiegelmann,UNKNOWN
Moonspell,In And Above Man,UNKNOWN
Moonspell,Love Crimes,UNKNOWN
Moonspell,Lua D'Inverno,UNKNOWN
Moonspell,Mephisto,UNKNOWN
Moonspell,Mute,UNKNOWN
Moonspell,...Of Dream and Drama (Midnight Ride),HALF STEP DOWN
Moonspell,Opium,UNKNOWN
Moonspell,Raven Claws,UNKNOWN
Moonspell,Tenebrarum Oratorium (Andamento I / Erudit Compendyum),UNKNOWN
Moonspell,The Hanged Man,UNKNOWN
Moonspell,Trebraruna,UNKNOWN
Moonspell,Wolfshade (A Werewolf Masquerade),UNKNOWN
Morbid Angel,Abominations,STANDARD
Morbid Angel,Ageless  Still I Am,STANDARD
Morbid Angel,Angel Of Disease,STANDARD
Morbid Angel,Angel Of Disease,UNKNOWN
Morbid Angel,At One With Nothing,UNKNOWN
Morbid Angel,Bil Ur-Sag,TWO AND HALF STEPS DOWN
Morbid Angel,Blasphemy,HALF STEP DOWN
Morbid Angel,Blasphemy,STANDARD
Morbid Angel,Bleed For The Devil,STANDARD
Morbid Angel,Blessed Are The Sick/Leading The Rats,STANDARD
Morbid Angel,Blood On My Hands,TWO AND HALF STEPS DOWN
Morbid Angel,Brainstorm,STANDARD
Morbid Angel,Caesar's Palace,UNKNOWN
Morbid Angel,Chapel Of Ghouls,STANDARD
Morbid Angel,Chapel Of Ghouls,UNKNOWN
Morbid Angel,Cleansed In Pestilence (Blade Of Elohim),STANDARD
Morbid Angel,Covenant Of Death,STANDARD
Morbid Angel,Curse The Flesh,STANDARD
Morbid Angel,Curse The Flesh,UNKNOWN
Morbid Angel,Day Of Suffering,STANDARD
Morbid Angel,Desolate Ways,HALF STEP DOWN
Morbid Angel,Dominate,UNKNOWN
Morbid Angel,Fall From Grace,UNKNOWN
Morbid Angel,God Of Our Own Divinity,STANDARD
Morbid Angel,God Of The Forsaken,TWO AND HALF STEPS DOWN
Morbid Angel,Hatework,TWO AND HALF STEPS DOWN
Morbid Angel,Hellspawn: The Rebirth,STANDARD
Morbid Angel,He Who Sleeps,HALF STEP DOWN
Morbid Angel,Immortal Rites,HALF STEP DOWN
Morbid Angel,Immortal Rites,UNKNOWN
Morbid Angel,Inquisition (Burn With Me),ONE STEP DOWN
Morbid Angel,Invocation Of The Continual One,STANDARD
Morbid Angel,I,UNKNOWN
Morbid Angel,Lion's Den,HALF STEP DOWN
Morbid Angel,Lord Of All Fevers & Plague,HALF STEP DOWN
Morbid Angel,Lord Of All Fevers & Plague,UNKNOWN
Morbid Angel,Maze Of Torment,STANDARD
Morbid Angel,Nothing But Fear,UNKNOWN
Morbid Angel,Nothing Is Not,TWO AND HALF STEPS DOWN
Morbid Angel,Opening Of The Gates,UNKNOWN
Morbid Angel,Pain Divine,HALF STEP DOWN
Morbid Angel,Place Of Many Deaths,TWO AND HALF STEPS DOWN
Morbid Angel,Rapture,ONE STEP DOWN
Morbid Angel,Rapture,UNKNOWN
Morbid Angel,Rebel Lands,STANDARD
Morbid Angel,Stricken Arise,HALF STEP DOWN
Morbid Angel,Suffocation,UNKNOWN
Morbid Angel,Summoning Redemption,TWO AND HALF STEPS DOWN
Morbid Angel,Sworn To The Black,UNKNOWN
Morbid Angel,The Ancient Ones,STANDARD
Morbid Angel,This Means War,UNKNOWN
Morbid Angel,To The Victor The Spoils,TWO AND HALF STEPS DOWN
Morbid Angel,Umulamahri,TWO AND HALF STEPS DOWN
Morbid Angel,Unholy Blasphemies,HALF STEP DOWN
Morbid Angel,Visions From The Dark Side,UNKNOWN
Morbid Angel,Where The Slime Live,HALF STEP DOWN
Morbid Angel,World Of Shit (The Promised Land),TWO AND HALF STEPS DOWN
Morbid Saint,Damien,STANDARD
Morbid Saint,Lock Up Your Children,STANDARD
Morgana Lefay,To Isengard,HALF STEP DOWN
Morgion,Solinari,STANDARD
Mortal Decay,Brutalized and Defiled,TWO AND HALF STEPS DOWN
Mortician,3 On A Meathook,TWO STEPS DOWN
Mortician,Abolition,STANDARD
Mortician,Annihilation,STANDARD
Mortician,Apocalyptic Devastation,STANDARD
Mortician,Audra,TWO STEPS DOWN
Mortician,Bloodcraving,TWO STEPS DOWN
Mortician,Blown To Pieces,STANDARD
Mortician,Bonecrusher,TWO STEPS DOWN
Mortician,Brood Of Evil,UNKNOWN
Mortician,Brutal Disfigurement,STANDARD
Mortician,Cannibal Feast,STANDARD
Mortician,Cannibalistic Fiends,TWO STEPS DOWN
Mortician,Cannibalized,ONE STEP DOWN
Mortician,Carving Flesh,FOUR AND HALF STEPS DOWN
Mortician,Claws Of Death,ONE AND HALF STEP UP
Mortician,Crazed For Blood,ONE AND HALF STEP UP
Mortician,Cremated,TWO STEPS DOWN
Mortician,Dead And Buried,TWO STEPS DOWN
Mortician,Dead And Buried,UNKNOWN
Mortician,Decapitated,STANDARD
Mortician,Deranged Insanity,STANDARD
Mortician,Devoured Alive,THREE AND HALF STEPS DOWN
Mortician,Devoured Alive,TWO STEPS DOWN
Mortician,Dr. Gore,UNKNOWN
Mortician,Drilling For Brains,STANDARD
Mortician,Drowned in your blood,UNKNOWN
Mortician,Eaten Alive By Maggots,STANDARD
Mortician,Embalmed Alive,TWO STEPS DOWN
Mortician,Extinction Of Mankind,FOUR STEPS DOWN
Mortician,Final bloodbath,ONE STEP DOWN
Mortician,Fog Of Death,TWO STEPS DOWN
Mortician,Ghost House,UNKNOWN
Mortician,Hacked Up For Barbecue,STANDARD
Mortician,Hell on Earth,THREE AND HALF STEPS DOWN
Mortician,Human Puzzle,TWO STEPS DOWN
Mortician,Human Puzzle,UNKNOWN
Mortician,Inquisition,STANDARD
Mortician,Lord of the dead (Mortician Part II),STANDARD
Mortician,Maimed And Mutilated,TWO STEPS DOWN
Mortician,Massacred,DROP D
Mortician,Massacred,UNKNOWN
Mortician,Merauding Savages,ONE AND HALF STEP UP
Mortician,Morbid Butchery,STANDARD
Mortician,Mortician,STANDARD
Mortician,Mutilation Of The Human Race,TWO STEPS DOWN
Mortician,Necrocannibal,STANDARD
Mortician,Necrocannibal,TWO STEPS DOWN
Mortician,Necrocannibal,UNKNOWN
Mortician,Re-animated Dead Flesh,ONE AND HALF STEP UP
Mortician,Return To The Grave,ONE AND HALF STEP UP
Mortician,Revenge,TWO STEPS DOWN
Mortician,Ripped In Half,TWO STEPS DOWN
Mortician,Skin Peeler (a soundtrack for Gummo  1997),STANDARD
Mortician,Slaughterhouse (Part II),THREE AND HALF STEPS DOWN
Mortician,Slaughterhouse,TWO STEPS DOWN
Mortician,Slaughterhouse,TWO STEPS UP
Mortician,Slowly Eaten,TWO STEPS DOWN
Mortician,Slowly Eaten,UNKNOWN
Mortician,Stab,UNKNOWN
Mortician,Taste For Blood,TWO STEPS DOWN
Mortician,The Bloodseekers,TWO STEPS DOWN
Mortician,The Bloodseekers,UNKNOWN
Mortician,The Dead Pit,ONE AND HALF STEP UP
Mortician,The Hatchet Murders,TWO STEPS DOWN
Mortician,Torn Apart,ONE AND HALF STEP UP
Mortician,Unseen Force Of Death,ONE AND HALF STEP UP
Mortician,Voodoo Curse,ONE AND HALF STEP DOWN
Mortician,Voodoo Curse,TWO STEPS DOWN
Mortician,Wasteland Of Death,TWO STEPS DOWN
Mortician,Werewolves Curse,ONE AND HALF STEP UP
Mortician,Witches Coven,STANDARD
Mortician,Worms,STANDARD
Mortician,Zombie Apocalypse,TWO STEPS DOWN
Mortifera (FR),Le Revenant,STANDARD
MotÃ¶rhead,Ace Of Spades,UNKNOWN
MotÃ¶rhead,All The Aces,STANDARD
MotÃ¶rhead,America,HALF STEP DOWN
MotÃ¶rhead,Bad Religion,STANDARD
MotÃ¶rhead,Bang To Rights,HALF STEP DOWN
MotÃ¶rhead,Bite The Bullet,STANDARD
MotÃ¶rhead,Bomber,STANDARD
MotÃ¶rhead,Cat Scratch Fever,STANDARD
MotÃ¶rhead,Damage Case,STANDARD
MotÃ¶rhead,Dance,STANDARD
MotÃ¶rhead,Dead Men Tell No Tales,STANDARD
MotÃ¶rhead,(Don't Need) Religion,HALF STEP DOWN
MotÃ¶rhead,I Ain't No Nice Guy,STANDARD
MotÃ¶rhead,I'm The Doctor,HALF STEP DOWN
MotÃ¶rhead,I'm The Doctor,STANDARD
MotÃ¶rhead,In the Year of the Wolf,ONE STEP DOWN
MotÃ¶rhead,Iron Fist,HALF STEP DOWN
MotÃ¶rhead,Lawman,STANDARD
MotÃ¶rhead,Love Me Forever,UNKNOWN
MotÃ¶rhead,Love Me Like A Reptile,STANDARD
MotÃ¶rhead,No Voices In The Sky,UNKNOWN
MotÃ¶rhead,Orgasmatron,STANDARD
MotÃ¶rhead,Over The Top,STANDARD
MotÃ¶rhead,Poison,STANDARD
MotÃ¶rhead,R.A.M.O.N.E.S.,UNKNOWN
MotÃ¶rhead,Sex & Outrage,HALF STEP DOWN
MotÃ¶rhead,Shoot You In The Back,HALF STEP DOWN
MotÃ¶rhead,Shoot You In The Back,UNKNOWN
MotÃ¶rhead,Smiling Like A Killer,STANDARD
MotÃ¶rhead,Stand,STANDARD
MotÃ¶rhead,Stay Clean,STANDARD
MotÃ¶rhead,Stone Dead Forever,STANDARD
MotÃ¶rhead,Talking Head,STANDARD
MotÃ¶rhead,The Hammer,UNKNOWN
MotÃ¶rhead,The One To Sing The Blues,UNKNOWN
MotÃ¶rhead,(We Are) The Road Crew,HALF STEP DOWN
MotÃ¶rhead,Whorehouse Blues,STANDARD
Mournful Congregation,A Slow March to the Burial,ONE STEP DOWN
Mournful Congregation,The Epitome Of Men And Gods Alike,ONE STEP DOWN
Mournful Congregation,The Monad of Creation,ONE STEP DOWN
Mournful Congregation,Weeping,ONE STEP DOWN
Mourning Beloveth,All Hope Is Pleading,ONE STEP DOWN
Mourning Beloveth,Anger's Steaming Arrows,ONE STEP DOWN
Mourning Beloveth,Autumnal Fires,ONE STEP DOWN
Mourning Beloveth,Â…Yet Everything,ONE STEP DOWN
Mourning Beloveth,Disintegrate *,ONE STEP DOWN
Mourning Beloveth,Dust,ONE STEP DOWN
Mourning Beloveth,Elemental Nausea,ONE STEP DOWN
Mourning Beloveth,Forever Lost Emeralds,ONE STEP DOWN
Mourning Beloveth,In Mourning My Days,ONE STEP DOWN
Mourning Beloveth,It Almost Looked Human,ONE STEP DOWN
Mourning Beloveth,My Sullen Sulcus,ONE STEP DOWN
Mourning Beloveth,Narcissistic Funeral,ONE STEP DOWN
Mourning Beloveth,Nothing (The March Of Death),ONE STEP DOWN
Mourning Beloveth,Primeval Rush,ONE STEP DOWN
Mourning Beloveth,Sinistra *,ONE STEP DOWN
Mourning Beloveth,The Apocalypse Machine,ONE STEP DOWN
Mourning Beloveth,The Burning Man,ONE STEP DOWN
Mourning Beloveth,The Crashing Wave,ONE STEP DOWN
Mourning Beloveth,The Insolent Caul,ONE STEP DOWN
Mourning Beloveth,The Mountains Are Mine,ONE STEP DOWN
Mourning Beloveth,The Sickness,ONE STEP DOWN
Mourning Beloveth,The Words That Crawled,ONE STEP DOWN
Mourning Beloveth,Trace Decay,ONE STEP DOWN
Municipal Waste,Abusement Park,STANDARD
Municipal Waste,Black Ice,STANDARD
Municipal Waste,Blood Drive,STANDARD
Municipal Waste,Mind Eraser,STANDARD
Municipal Waste,Terror Shark,STANDARD
Municipal Waste,Unleash The Bastards,UNKNOWN
Mutilator,Blood Storm,STANDARD
Mutilator,Raise The Strange (instr.),STANDARD
My Dying Bride,A Cruel Taste of Winter,ONE AND HALF STEP DOWN
My Dying Bride,A Cruel Taste of Winter,ONE STEP DOWN
My Dying Bride,A Doomed Lover,ONE STEP DOWN
My Dying Bride,A Kiss to Remember,STANDARD
My Dying Bride,All Swept Away,ONE STEP DOWN
My Dying Bride,All Swept Away,STANDARD
My Dying Bride,And I Walk With Them,ONE STEP DOWN
My Dying Bride,Apocalypse Woman,ONE STEP DOWN
My Dying Bride,A Sea to Suffer In,ONE AND HALF STEP DOWN
My Dying Bride,Base Level Erotica,ONE STEP DOWN
My Dying Bride,Black God,STANDARD
My Dying Bride,Black God,UNKNOWN
My Dying Bride,Black Heart Romance,ONE STEP DOWN
My Dying Bride,Black Voyage,ONE STEP DOWN
My Dying Bride,Catherine Blake,ONE AND HALF STEP DOWN
My Dying Bride,Catherine Blake,ONE STEP DOWN
My Dying Bride,Christliar,HALF STEP DOWN
My Dying Bride,Cry of Mankind,ONE AND HALF STEP DOWN
My Dying Bride,Cry of Mankind,ONE STEP DOWN
My Dying Bride,Cry of Mankind,UNKNOWN
My Dying Bride,De Sade Soliloquay,TWO STEPS DOWN
My Dying Bride,Echoes from a Hollow Soul,ONE STEP DOWN
